dorsal abaxial
neighbourly neighborly
scowling beetle-browed
unneighbourly unneighborly
melting liquescent
baccate berried
bacciferous berried
plentiful bountiful
fertile fat
productive fat
rich fat
procreative generative
reproductive generative
fertile prolific
stillborn abortive
unsuccessful abortive
awash afloat
flooded afloat
inundated afloat
overflowing afloat
brimfull brimful
brimming brimful
chock-full chockablock
chockful chockablock
choke-full chockablock
chuck-full chockablock
cram_full chockablock
engorged congested
pregnant fraught
overfull glutted
weighed_down heavy
replete instinct
loaded laden
ladened laden
overloaded overladen
untasted untouched
stripped bare
clean blank
white blank
glazed glassy
pillaged looted
plundered looted
ransacked looted
parttime part-time
temporary irregular
useful utilitarian
decorative cosmetic
ornamental cosmetic
operative running
functional running
working running
nonfunctional malfunctioning
awry amiss
haywire amiss
wrong amiss
defective bad
lateen-rigged lateen
equipt equipped
accoutred accoutered
panoplied armored
transistorised transistorized
mature fledged
fledgeling fledgling
fully_fledged full-fledged
immature unfledged
equipped furnished
outfitted fitted_out
stocked_with stocked
well-found well-appointed
coal-burning coal-fired
wood-burning wood-fired
nominal nominative
double-geared back-geared
meshed engaged
intermeshed engaged
unspecific broad
all-purpose general-purpose
special limited
peculiar particular
special particular
particularised particularized
widely_distributed cosmopolitan
gilled branchiate
abranchial abranchiate
abranchious abranchiate
gill-less abranchiate
centralised centralized
decentralised decentralized
localised localized
suburbanised suburbanized
untechnical nontechnical
freehearted benevolent
bighearted big
bounteous big
bountiful big
freehanded big
handsome big
giving big
liberal big
openhanded big
munificent lavish
overgenerous lavish
too-generous lavish
unsparing lavish
unstinted lavish
unstinting lavish
ungenerous stingy
mean beggarly
chinchy cheap
chintzy cheap
close cheeseparing
near cheeseparing
penny-pinching cheeseparing
skinny cheeseparing
hardfisted closefisted
tightfisted closefisted
niggardly grudging
scrimy grudging
mingy mean
miserly mean
tight mean
penurious parsimonious
large big
magnanimous big
meanspirited ungenerous
echt genuine
bona_fide authentic
unquestionable authentic
veritable authentic
authenticated attested
documented attested
honest good
honest-to-goodness honest-to-god
old honest-to-god
sure-enough honest-to-god
imitative counterfeit
false assumed
fictitious assumed
fictive assumed
pretended assumed
put_on assumed
sham assumed
forged bad
fake bogus
phony bogus
phoney bogus
bastard bogus
unauthentic inauthentic
spurious inauthentic
ostensive ostensible
gifted talented
talentless untalented
shiny glazed
vitreous glassy
vitrified glassy
calendered glossy
glassed glazed
glassless unglazed
historied celebrated
storied celebrated
elysian divine
inspired divine
empyrean empyreal
sublime empyreal
unknown obscure
unsung obscure
a-okay a-ok
bully bang-up
corking bang-up
cracking bang-up
dandy bang-up
great bang-up
groovy bang-up
keen bang-up
neat bang-up
nifty bang-up
not_bad bang-up
peachy bang-up
slap-up bang-up
swell bang-up
smashing bang-up
acceptable satisfactory
well_behaved well-behaved
abominable atrocious
awful atrocious
dreadful atrocious
painful atrocious
terrible atrocious
unspeakable atrocious
corky corked
distressing deplorable
lamentable deplorable
pitiful deplorable
sad deplorable
sorry deplorable
frightful fearful
tough hard
crappy icky
lousy icky
rotten icky
shitty icky
stinking icky
stinky icky
unskilled incompetent
no-good rubber
unfavourable unfavorable
angelical angelic
beatific angelic
saintlike angelic
saintly angelic
sainted angelic
redeeming redemptive
saving redemptive
flagitious atrocious
grievous atrocious
monstrous atrocious
dark black
sinister black
perversive corruptive
pestiferous corruptive
diabolic demonic
diabolical demonic
fiendish demonic
hellish demonic
infernal demonic
satanic demonic
unholy demonic
ugly despicable
vile despicable
slimy despicable
unworthy despicable
worthless despicable
wretched despicable
diabolic devilish
diabolical devilish
mephistophelian devilish
mephistophelean devilish
good-humored amiable
good-humoured amiable
even-tempered equable
good-tempered equable
placid equable
bilious atrabilious
dyspeptic atrabilious
liverish atrabilious
prickly bristly
splenetic bristly
waspish bristly
crotchety cantankerous
ornery cantankerous
irascible choleric
hotheaded choleric
hot-tempered choleric
quick-tempered choleric
short-tempered choleric
crabby crabbed
cross crabbed
fussy crabbed
grouchy crabbed
grumpy crabbed
bad-tempered crabbed
ill-tempered crabbed
fractious cranky
irritable cranky
nettlesome cranky
peevish cranky
peckish cranky
pettish cranky
petulant cranky
scratchy cranky
testy cranky
tetchy cranky
techy cranky
curmudgeonly crusty
gruff crusty
ill-humored crusty
ill-humoured crusty
dour dark
glowering dark
glum dark
moody dark
morose dark
saturnine dark
sour dark
sullen dark
sulky huffish
misanthropical misanthropic
misogynistic misogynous
snorty shirty
nagging shrewish
snappy snappish
spoilt spoiled
ugly surly
vinegarish vinegary
fluid fluent
liquid fluent
smooth fluent
willowy gracile
lissom lissome
lithe lissome
lithesome lissome
slender lissome
supple lissome
svelte lissome
sylphlike lissome
clumsy gawky
clunky gawky
ungainly gawky
unwieldy gawky
ungraceful graceless
laboured labored
strained labored
graceful elegant
refined elegant
unpleasing graceless
in_small_stages bit-by-bit
piecemeal bit-by-bit
step-by-step bit-by-bit
stepwise bit-by-bit
gradatory gradational
graduated gradational
jerky choppy
gentle easy
precipitous abrupt
sharp abrupt
bold bluff
sheer bluff
well-formed grammatical
ill-formed ungrammatical
thankful grateful
thankless ungrateful
unthankful ungrateful
haploidic haploid
monoploid haploid
halcyon golden
prosperous golden
riant laughing
suffering miserable
wretched miserable
sorry regretful
bad regretful
unregretting unregretful
hornlike corneous
horny corneous
erect tumid
solid firm
granitelike granitic
rocklike granitic
stony granitic
set hardened
stonelike petrous
fleecy brushed
napped brushed
squeezable compressible
cushiony cushioned
padded cushioned
emollient demulcent
salving demulcent
softening demulcent
downlike downy
flossy downy
fluffy downy
woolly flocculent
wooly flocculent
semisoft softish
squashy spongy
squishy spongy
spongelike spongy
velvety velvet
calculative calculating
conniving calculating
scheming calculating
shrewd calculating
hardened case-hardened
hard-boiled case-hardened
continuant fricative
sibilant fricative
spirant fricative
strident fricative
palatalized palatal
palatalised palatal
concentrated hard
diffuse soft
diffused soft
heartless hardhearted
flint flinty
granitic flinty
obdurate flinty
stony flinty
soft-boiled softhearted
strong hard
intoxicating intoxicant
spiritous spirituous
innocuous innocent
hurtful deleterious
injurious deleterious
calumnious calumniatory
defamatory calumniatory
denigrative calumniatory
denigrating calumniatory
denigratory calumniatory
libellous calumniatory
libelous calumniatory
slanderous calumniatory
ruinous catastrophic
detrimental damaging
prejudicial damaging
prejudicious damaging
pernicious insidious
subtle insidious
wounding stabbing
harmonic consonant
harmonical consonant
harmonized consonant
harmonised consonant
sympathetic harmonic
true on-key
symphonious symphonic
unharmonious inharmonious
disharmonious discordant
dissonant discordant
inharmonic discordant
off-key false
sour false
dissonant unresolved
anthelminthic anthelmintic
helminthic anthelmintic
parasiticidal anthelmintic
antimicrobic antimicrobial
flatus-relieving carminative
psychotherapeutic cathartic
healing curative
alterative curative
remedial curative
sanative curative
therapeutic curative
salutary good
medicinal medicative
preventative preventive
prophylactic preventive
restorative recuperative
disabling crippling
incapacitating crippling
morbific infective
pathogenic infective
unmedicative unmedicinal
unmedical unmedicinal
nonmedicinal unmedicinal
operative surgical
rose-cheeked flushed
rosy flushed
rosy-cheeked flushed
sound good
whole hale
full-blooded hearty
lusty hearty
red-blooded hearty
ruddy rubicund
florid rubicund
sanguine rubicund
creaky arthritic
rheumatic arthritic
rheumatoid arthritic
rheumy arthritic
wheezing asthmatic
wheezy asthmatic
unfit bad
unsound bad
blistery blebby
intumescent puffy
tumescent puffy
tumid puffy
turgid puffy
ulcerated cankerous
ulcerous cankerous
carbuncular carbuncled
flatulent colicky
gassy colicky
morbid diseased
pathologic diseased
pathological diseased
dropsical edematous
foamy foaming
frothing foaming
mortified gangrenous
ingrown ingrowing
icteric jaundiced
yellow jaundiced
membrane-forming membranous
pro-inflammatory proinflammatory
sickly sallow
sunburnt sunburned
windburnt windburned
ambrosian ambrosial
ethereal celestial
supernal celestial
godly divine
godlike divine
paradisiac paradisiacal
paradisaical paradisiacal
paradisaic paradisiacal
paradisal paradisiacal
divine providential
translunary translunar
superlunar translunar
superlunary translunar
terrene mundane
sublunary sublunar
terrestrial sublunar
decapitated beheaded
soggy doughy
floaty buoyant
onerous burdensome
taxing burdensome
distressful distressing
disturbing distressing
perturbing distressing
troubling distressing
worrisome distressing
worrying distressing
weighted leaden
casual fooling
gentle easy
soft easy
lightsome light
tripping light
lumbering heavy
ponderous heavy
lightly-armed light-armed
unheeding heedless
regardless careless
indifferent deaf
attentive heedful
thoughtful heedful
paying_attention heedful
sanctioning sanctionative
disqualifying disabling
instrumental implemental
subservient implemental
laboursaving laborsaving
reformatory reformative
stabilising stabilizing
heterogenous heterogeneous
miscellaneous assorted
mixed assorted
motley assorted
sundry assorted
nonuniform inhomogeneous
homogenous homogeneous
uniform consistent
self-colored solid
self-coloured solid
homogenised homogenized
queer gay
homophile gay
sapphic lesbian
paederastic pederastic
transgendered transgender
transvestite transvestic
hierarchal hierarchical
hierarchic hierarchical
stratified class-conscious
ranked graded
stratified graded
nonhierarchic nonhierarchical
unordered ungraded
unranked ungraded
dominating commanding
overlooking commanding
lofty eminent
soaring eminent
towering eminent
high-altitude high-level
high-stepping high-stepped
high-topped high-top
flat-growing low-growing
ground-hugging low-growing
low-altitude low-level
low-set lowset
under nether
underslung squat
lifted upraised
hi-tech high-tech
sophisticated advanced
low-cut decollete
low-necked decollete
full broad
postgraduate graduate
utmost last
devalued debased
degraded debased
down depressed
rock-bottom reduced
high-pitched high
pinched adenoidal
nasal adenoidal
alto countertenor
spiky peaky
sharp shrill
screechy screaky
squeaking screaky
squeaky screaky
squealing screaky
treble soprano
low-pitched low
contralto alto
deep bass
double-bass contrabass
apelike apish
imitative echoic
onomatopoeic echoic
onomatopoeical echoic
onomatopoetic echoic
multistorey multistory
multistoried multistory
storeyed storied
highland upland
subalpine alpestrine
sea-level low-lying
homological homologic
heterologic heterologous
heterological heterologous
honorable honest
dishonorable dishonest
deceitful ambidextrous
double-dealing ambidextrous
duplicitous ambidextrous
Janus-faced ambidextrous
two-faced ambidextrous
double-faced ambidextrous
double-tongued ambidextrous
fallacious deceitful
fraudulent deceitful
misleading deceptive
shoddy deceptive
roguish rascally
scoundrelly rascally
blackguardly rascally
thievish thieving
true truthful
honourable honorable
revered august
venerable august
time-honoured time-honored
dishonourable dishonorable
