dorsal abaxial
lush alcoholic
soaker alcoholic
souse alcoholic
Aleutian aleut
grantee alienee
aliterate_person aliterate
allegoriser allegorizer
distributor allocator
all_arounder all-rounder
friend ally
medical_social_worker almoner
alphabetiser alphabetizer
altoist alto_saxophonist
alumna alumnus
alum alumnus
graduate alumnus
grad alumnus
virago amazon
embassador ambassador
friend_of_the_court amicus_curiae
amnesiac amnesic
analphabetic analphabet
psychoanalyst analyst
securities_analyst financial_analyst
nihilist anarchist
syndicalist anarchist
bete_noire anathema
ascendant ancestor
ascendent ancestor
antecedent ancestor
root ancestor
anchorman anchor
anchorperson anchor
antediluvian ancient
raconteur anecdotist
anesthetist anesthesiologist
anaesthetist anesthesiologist
backer angel
troller angler
anglophil anglophile
anorectic anorexic
antediluvian_patriarch antediluvian
ape anthropoid
anticipant anticipator
antiquarian antiquary
archaist antiquary
Jew-baiter anti-semite
vindicator apologist
justifier apologist
Apostelic_Father apostle
plaintiff_in_error appellant
bootlicker apple_polisher
fawner apple_polisher
groveller apple_polisher
groveler apple_polisher
truckler apple_polisher
oceanaut aquanaut
aspirer aspirant
hopeful aspirant
wannabe aspirant
wannabee aspirant
learner apprentice
prentice apprentice
valuator appraiser
authenticator appraiser
Aramaean aramean
Arawakan arawak
arbitrator arbiter
umpire arbiter
arbitrager arbitrageur
arb arbitrageur
supreme_authority arbiter
archaeologist archeologist
bowman archer
designer architect
hierarch archpriest
high_priest archpriest
prelate archpriest
primate archpriest
blue_blood aristocrat
patrician aristocrat
Aristotelean aristotelian
Peripatetic aristotelian
armor-bearer armiger
armourer armorer
artificer armorer
armourer armorer
military_engineer army_engineer
adapter arranger
transcriber arranger
arriver arrival
comer arrival
incendiary arsonist
firebug arsonist
cannoneer artilleryman
gunner artilleryman
machine_gunner artilleryman
creative_person artist
sitter artist's_model
assassinator assassin
bravo assassin
declarer asserter
affirmer asserter
asseverator asserter
avower asserter
bastard asshole
cocksucker asshole
dickhead asshole
shit asshole
mother_fucker asshole
motherfucker asshole
prick asshole
whoreson asshole
son_of_a_bitch asshole
SOB asshole
helper assistant
help assistant
supporter assistant
astrologist astrologer
spaceman astronaut
cosmonaut astronaut
uranologist astronomer
stargazer astronomer
cosmographist cosmographer
throwback atavist
jock athlete
aggressor attacker
assailant attacker
assaulter attacker
attender attendant
tender attendant
attestant attester
auspex augur
auntie aunt
aunty aunt
dictator authoritarian
authoriser authorizer
zombi automaton
zombie automaton
auto-mechanic automobile_mechanic
car-mechanic automobile_mechanic
mechanic automobile_mechanic
grease_monkey automobile_mechanic
retaliator avenger
aeronaut aviator
airman aviator
flier aviator
flyer aviator
airwoman aviatrix
aviatress aviatrix
baboo babu
babe baby
sister baby
babe baby
infant baby
boomer baby_boomer
buster baby_buster
pediatrician baby_doctor
pediatrist baby_doctor
paediatrician baby_doctor
baby_minder babyminder
minder babyminder
baby-sitter babysitter
sitter babysitter
bacchanal bacchant
unmarried_man bachelor
bachelorette bachelor_girl
packer backpacker
brain_truster backroom_boy
old_bag bag
bread_maker baker
baldpate baldhead
baldy baldhead
baulker balker
noncompliant balker
ball-breaker ball-buster
runner ball_carrier
danseuse ballerina
baseball_player ballplayer
toreador bullfighter
brigand bandit
insolvent bankrupt
barytone baritone
stunt_flier barnstormer
stunt_pilot barnstormer
playactor barnstormer
play-actor barnstormer
trouper barnstormer
big_businessman baron
business_leader baron
king baron
magnate baron
mogul baron
power baron
top_executive baron
tycoon baron
Bart baronet
barrater barrator
barman bartender
barkeep bartender
barkeeper bartender
mixologist bartender
baseball_manager baseball_coach
runner base_runner
basketeer basketball_player
cager basketball_player
basketmaker basketweaver
basso bass
by-blow bastard
love_child bastard
illegitimate_child bastard
illegitimate bastard
whoreson bastard
tacker baster
twirler baton_twirler
hitter batter
slugger batter
batsman batter
battle-axe battle-ax
bedesman beadsman
wolf beast
savage beast
brute beast
wildcat beast
beat beatnik
cosmetician beautician
Beduin bedouin
bed_wetter bedwetter
wetter bedwetter
apiarist beekeeper
apiculturist beekeeper
ale_drinker beer_drinker
mendicant beggar
beldame beldam
worshiper believer
worshipper believer
Tao taoist
truster believer
bellman bellboy
bellhop bellboy
exotic_belly_dancer belly_dancer
exotic_dancer belly_dancer
dear beloved
dearest beloved
honey beloved
love beloved
benedict benedick
donee beneficiary
bereaved_person bereaved
berserk berserker
topper best
better bettor
wagerer bettor
punter bettor
bar_girl b-girl
booklover bibliophile
book_lover bibliophile
bibliopolist bibliopole
big_gun big_shot
big_wheel big_shot
big_cheese big_shot
big_deal big_shot
big_enchilada big_shot
big_fish big_shot
head_honcho big_shot
bilingualist bilingual
poster bill_poster
bill_sticker bill_poster
life_scientist biologist
birder bird_watcher
birth-control_reformer birth-control_campaigner
bisexual_person bisexual
extortioner blackmailer
extortionist blackmailer
chargeman blaster
blonde blond
navy_man bluejacket
sailor bluejacket
sailor_boy bluejacket
bas_bleu bluestocking
four-flusher bluffer
boater boatman
waterman boatman
bos'n boatswain
bo's'n boatswain
bosun boatswain
bo'sun boatswain
bobby-socker bobbysoxer
muscle_builder bodybuilder
muscle-builder bodybuilder
musclebuilder bodybuilder
muscleman bodybuilder
escort bodyguard
Marxist bolshevik
red bolshevik
bolshie bolshevik
bolshy bolshevik
Bolshevist bolshevik
bondsman bondman
bondsman bondman
bondswoman bondwoman
bondmaid bondwoman
bondswoman bondwoman
bondmaid bondwoman
bondswoman bondsman
book_seller bookdealer
booking_agent booker
bookie bookmaker
shoplifter booster
lifter booster
shoeblack bootblack
moonshiner bootlegger
boot_maker bootmaker
dullard bore
hirer boss
phytologist botanist
plant_scientist botanist
chucker-out bouncer
leaper bounder
burgher bourgeois
pugilist boxer
slogger slugger
lad cub
laddie cub
sonny cub
sonny_boy cub
fellow boyfriend
beau boyfriend
swain boyfriend
young_man boyfriend
braggart bragger
boaster bragger
blowhard bragger
line-shooter bragger
vaunter bragger
brahmin brahman
brahmin brahman
brain-worker brainworker
ledgeman breaker
stock_breeder breeder
beer_maker brewer
suborner briber
maid_of_honor bridesmaid
hand bridge_player
brigadier_general brigadier
broth_of_a_man broth_of_a_boy
blood_brother brother
comrade brother
Brummy brummie
brunette brunet
brother buddy
chum buddy
crony buddy
pal buddy
sidekick buddy
constructor builder
bruiser bull
strapper bull
Samson bull
cop bull
copper bull
fuzz bull
pig bull
tough bully
hooligan bully
ruffian bully
roughneck bully
rowdy bully
yob bully
yobo bully
yobbo bully
blunderer bungler
fumbler bungler
bumbler bungler
stumbler bungler
sad_sack bungler
botcher bungler
butcher bungler
fuckup bungler
bunny_girl bunny
administrative_official bureaucrat
burgher burgess
waiter's_assistant busboy
man_of_affairs businessman
bourgeois businessperson
bus_driver busman
bronco_buster buster
broncobuster buster
nosy-parker busybody
nosey-parker busybody
quidnunc busybody
dike butch
dyke butch
slaughterer butcher
meatman butcher
pantryman butler
goat butt
laughingstock butt
stooge butt
purchaser buyer
emptor buyer
vendee buyer
Kabbalist cabalist
kabbalist cabalist
furniture_maker cabinetmaker
bounder cad
blackguard cad
dog cad
hound cad
heel cad
golf_caddie caddie
plebe cadet
caffein_addict caffeine_addict
reckoner calculator
figurer calculator
estimator calculator
computer calculator
calif caliph
kaliph caliph
kalif caliph
khalif caliph
khalifah caliph
company caller
caller-up caller
phoner caller
telephoner caller
caller-out caller
calligraphist calligrapher
Genevan calvinist
camera_operator cameraman
cinematographer cameraman
candidate campaigner
nominee campaigner
prospect candidate
man-eater cannibal
anthropophagus cannibal
anthropophagite cannibal
fodder cannon_fodder
fresh_fish cannon_fodder
paddler canoeist
hazan cantor
headwaiter captain
maitre_d'hotel captain
maitre_d' captain
senior_pilot captain
skipper captain
police_captain captain
police_chief captain
chieftain captain
carabineer carbineer
carabinier carbineer
heart_specialist cardiologist
heart_surgeon cardiologist
card_sharp cardsharp
cardsharper cardsharp
card_sharper cardsharp
sharper cardsharp
sharpie cardsharp
sharpy cardsharp
card_shark cardsharp
caroller caroler
Carlovingian carolingian
niggler carper
immune_carrier carrier
newsboy carrier
bearer carrier
toter carrier
map_maker cartographer
shipwreck_survivor castaway
injured_party casualty
sophist casuist
cataloguer cataloger
match catch
backstop catcher
neophyte catechumen
cow_man cattleman
beef_man cattleman
Royalist cavalier
chevalier cavalier
trooper cavalryman
trooper cavalryman
cave_man caveman
cave_dweller caveman
troglodyte caveman
celebrator celebrant
celebrater celebrant
famous_person celebrity
violoncellist cellist
enumerator census_taker
snapper center
middle_of_the_roader centrist
moderate centrist
moderationist centrist
CPA certified_public_accountant
tsatske chachka
tshatshke chachka
tchotchke chachka
tchotchkeleh chachka
Chaldaean chaldean
Chaldee chaldean
fille_de_chambre chambermaid
fighter champion
hero champion
paladin champion
champ champion
title-holder champion
premier chancellor
prime_minister chancellor
PM prime_minister
premier prime_minister
Chancellor chancellor_of_the_exchequer
fellow chap
feller chap
fella chap
lad chap
gent chap
blighter chap
cuss chap
bloke chap
chaperone chaperon
eccentric character
type character
case character
beguiler charmer
technical_analyst chartist
char charwoman
cleaning_woman charwoman
cleaning_lady charwoman
woman charwoman
babbler chatterer
prater chatterer
chatterbox chatterer
magpie chatterer
spouter chatterer
jingoist chauvinist
jingo chauvinist
flag-waver chauvinist
hundred-percenter chauvinist
patrioteer chauvinist
sexist male_chauvinist
tightwad cheapskate
hatcheck_girl check_girl
Khufu cheops
CEO chief_executive_officer
chief_operating_officer chief_executive_officer
CFO chief_financial_officer
kid child
youngster child
minor child
shaver child
nipper child
small_fry child
tiddler child
tike child
tyke child
fry child
nestling child
kid child
baby child
infant_prodigy child_prodigy
wonder_child child_prodigy
chimneysweep chimneysweeper
sweep chimneysweeper
foot_doctor chiropodist
podiatrist chiropodist
precentor choirmaster
cantor choirmaster
showgirl chorus_girl
chorine chorus_girl
fool chump
gull chump
mark chump
patsy chump
fall_guy chump
sucker chump
soft_touch chump
mug chump
Father_of_the_Church church_father
Father church_father
church_member churchgoer
cypher cipher
nobody cipher
nonentity cipher
city_boy city_slicker
civil_leader civic_leader
civil_rights_worker civil_rights_leader
civil_rights_activist civil_rights_leader
applauder clapper
clarinettist clarinetist
classical_scholar classicist
dry_cleaner cleaner
reverend clergyman
man_of_the_cloth clergyman
churchman cleric
divine cleric
ecclesiastic cleric
clever_clogs clever_dick
furrier cloakmaker
clockmaker clocksmith
finisher closer
haberdasher clothier
buffoon clown
goof clown
goofball clown
merry_andrew clown
buffoon clown
private_instructor coach
tutor coach
manager coach
handler coach
collier coal_miner
pitman coal_miner
joint_author coauthor
shoemaker cobbler
co-defendant codefendant
windtalker codetalker
old_codger codger
college_girl co-ed
minter coiner
moneyer coiner
cooperator collaborator
partner collaborator
pardner collaborator
collaborationist collaborator
quisling collaborator
confrere colleague
fellow colleague
co-worker colleague
fellow_worker colleague
workfellow colleague
gatherer collector
accumulator collector
aggregator collector
university_student college_student
college_man collegian
college_boy collegian
Blimp colonel_blimp
coloniser colonizer
coloratura_soprano coloratura
standard-bearer color_bearer
behemoth colossus
giant colossus
heavyweight colossus
titan colossus
editorialist columnist
battler combatant
belligerent combatant
fighter combatant
scrapper combatant
comic comedian
ianfu comfort_woman
generalissimo commander_in_chief
commandant commanding_officer
commander commanding_officer
ranger commando
reviewer commentator
political_commissar commissar
councillor council_member
commie communist
comrade companion
fellow companion
familiar companion
associate companion
fellow_traveler companion
fellow_traveller companion
typesetter compositor
setter compositor
typographer compositor
computer_guru computer_expert
music_lover concert-goer
concessioner concessionaire
make-peace conciliator
pacifier conciliator
peacemaker conciliator
reconciler conciliator
courtesan concubine
doxy concubine
paramour concubine
music_director conductor
director conductor
candymaker confectioner
collaborator confederate
henchman confederate
partner_in_crime confederate
intimate confidant
con_man confidence_man
con_artist confidence_man
defrauder swindler
chiseller swindler
chiseler swindler
gouger swindler
scammer swindler
grifter swindler
Confucianist confucian
congresswoman congressman
representative congressman
cognoscente connoisseur
vanquisher conqueror
CO conscientious_objector
conservativist conservative
recusant nonconformist
chapelgoer nonconformist
consignor consigner
coconspirator conspirator
plotter conspirator
machinator conspirator
police_constable constable
hard_hat construction_worker
lunger consumptive
tubercular consumptive
middleman contact
coeval contemporary
declarer contractor
conversationist conversationalist
schmoozer conversationalist
conveyor conveyer
con convict
inmate convict
yard_bird convict
yardbird convict
cooky cookie
barrel_maker cooper
co-pilot copilot
imitator copycat
emulator copycat
ape copycat
aper copycat
copyreader copy_editor
text_editor copy_editor
scribe copyist
scrivener copyist
flirt coquette
vamp coquette
vamper coquette
minx coquette
tease coquette
prickteaser coquette
co-respondent corespondent
medical_examiner coroner
business_executive corporate_executive
letter_writer correspondent
newspaperman correspondent
newspaperwoman correspondent
newswriter correspondent
pressman correspondent
Barbary_pirate corsair
plastic_surgeon cosmetic_surgeon
cosmopolite cosmopolitan
barrow-man costermonger
barrow-boy costermonger
costumer costumier
costume_designer costumier
cottage_dweller cottager
cottier cotter
cottar cotter
counsellor counselor
counsellor counselor
counterwoman counterperson
counterman counterperson
counter-revolutionist counterrevolutionist
counterrevolutionary counterrevolutionist
mole counterspy
ruralist countryman
agricultural_agent county_agent
extension_agent county_agent
first_cousin cousin
cousin-german cousin
full_cousin cousin
fashion_designer couturier
clothes_designer couturier
designer couturier
pin-up cover_girl
lovely cover_girl
cowpuncher cowboy
puncher cowboy
cowman cowboy
cattleman cowboy
cowpoke cowboy
cowhand cowboy
cowherd cowboy
rodeo_rider cowboy
buckaroo vaquero
buckeroo vaquero
cockscomb coxcomb
cox coxswain
crabby_person crab
binger crack_addict
crank crackpot
nut crackpot
nut_case crackpot
fruitcake crackpot
screwball crackpot
artisan craftsman
journeyman craftsman
artificer craftsman
crafter craftsman
creeper crawler
loony crazy
looney crazy
nutcase crazy
weirdo crazy
wight creature
tool creature
puppet creature
weirdo creep
weirdie creep
weirdy creep
spook creep
crew_member crewman
felon criminal
crook criminal
outlaw criminal
malefactor criminal
crimper crimp
balladeer crooner
cross-questioner cross-examiner
crossover crossover_voter
cryptographer cryptanalyst
cryptologist cryptanalyst
greenhorn cub
rookie cub
bitch cunt
minister_of_religion curate
minister curate
parson curate
pastor curate
rector curate
conservator curator
keeper custodian
steward custodian
client customer
carver cutter
bionic_man cyborg
bionic_woman cyborg
bicyclist cyclist
bicycler cyclist
wheeler cyclist
faultfinder cynic
tsar czar
tzar czar
tsarina czarina
tzarina czarina
czaritza czarina
tsaritsa czarina
dilettante dabbler
sciolist dabbler
dakoit dacoit
dada dad
daddy dad
pa dad
papa dad
pappa dad
pop dad
milkmaid dairymaid
dairy_farmer dairyman
Grand_Lama dalai_lama
dillydallier dallier
dilly-dallier dallier
mope dallier
lounger dallier
doll dame
wench dame
skirt dame
chick dame
bird dame
demoiselle damsel
damoiselle damsel
damosel damsel
damozel damsel
madam dame
ma'am dame
lady dame
gentlewoman dame
professional_dancer dancer
terpsichorean dancer
social_dancer dancer
dance_master dancing-master
dude dandy
fop dandy
gallant dandy
sheik dandy
beau dandy
swell dandy
fashion_plate dandy
clotheshorse dandy
danseur_noble danseur
madcap daredevil
hothead daredevil
swashbuckler daredevil
lunatic daredevil
harum-scarum daredevil
favorite darling
favourite darling
pet darling
dearie darling
deary darling
ducky darling
escort date
girl daughter
drone dawdler
laggard dawdler
lagger dawdler
trailer dawdler
poke dawdler
woolgatherer daydreamer
stargazer lotus-eater
day_labourer day_laborer
Protestant_deacon deacon
dead_soul dead_person
deceased_person dead_person
deceased dead_person
decedent dead_person
departed dead_person
decipherer decoder
steerer decoy
doyen dean
degrader debaser
arguer debater
debitor debtor
deb debutante
cheat deceiver
cheater deceiver
trickster deceiver
beguiler deceiver
slicker deceiver
roustabout deckhand
ornamentalist decorator
maligner defamer
slanderer defamer
vilifier defamer
libeler defamer
backbiter defamer
traducer defamer
deadbeat defaulter
negativist defeatist
voider defecator
shitter defecator
defense_lawyer defense_attorney
freethinker deist
juvenile_delinquent delinquent
delivery_boy deliveryman
deliverer deliveryman
demagog demagogue
rabble-rouser demagogue
superman demigod
Ubermensch demigod
populist democrat
demographist demographer
population_scientist demographer
protester demonstrator
sales_demonstrator demonstrator
denturist dental_technician
tooth_doctor dentist
dental_practitioner dentist
leaver departer
goer departer
dependent dependant
lieutenant deputy
deputy_sheriff deputy
surrogate deputy
skin_doctor dermatologist
descendent descendant
defector deserter
apostate deserter
renegade deserter
turncoat deserter
recreant deserter
ratter deserter
intriguer designer
hotel_desk_clerk desk_clerk
hotel_clerk desk_clerk
deskman desk_sergeant
station_keeper desk_sergeant
desperate_criminal desperado
ruiner destroyer
undoer destroyer
waster destroyer
uprooter destroyer
political_detainee detainee
investigator detective
tec detective
police_detective detective
disparager detractor
depreciator detractor
knocker detractor
pathologist diagnostician
diary_keeper diarist
journalist diarist
gumshoe dick
hawkshaw dick
potentate dictator
dietitian dietician
nutritionist dietician
diesinker diemaker
die-sinker diemaker
discriminator differentiator
nitwit dimwit
half-wit dimwit
doofus dimwit
restaurant_attendant dining-room_attendant
diplomatist diplomat
manager director
managing_director director
theater_director director
theatre_director director
DCI director_of_central_intelligence
nonbeliever disbeliever
unbeliever disbeliever
adherent disciple
unraveler disentangler
unraveller disentangler
disc_jockey disk_jockey
dj disk_jockey
DP displaced_person
stateless_person displaced_person
dissident dissenter
protester dissenter
objector dissenter
contestant dissenter
distributer distributor
DA district_attorney
mud_digger ditch_digger
plunger diver
frogman diver
underwater_diver diver
grass_widow divorcee
ex ex-wife
doc doctor
physician doctor
MD doctor
Dr. doctor
medico doctor
Dr. doctor
Doctor doctor_of_the_church
fox dodger
slyboots dodger
fogy dodo
fogey dodo
fossil dodo
doctrinaire dogmatist
domestic_help domestic
house_servant domestic
significant_other domestic_partner
spousal_equivalent domestic_partner
spouse_equivalent domestic_partner
dominie dominus
domine dominus
dominee dominus
father don
giver donor
presenter donor
bestower donor
conferrer donor
doorman doorkeeper
door_guard doorkeeper
hall_porter doorkeeper
porter doorkeeper
gatekeeper doorkeeper
ostiary doorkeeper
ostiary doorkeeper
ostiarius doorkeeper
street_person dosser
image double
look-alike double
double-dealer double-crosser
two-timer double-crosser
betrayer double-crosser
traitor double-crosser
peacenik dove
draft_evader draft_dodger
conscript draftee
inductee draftee
drawer draftsman
draughtsman draftsman
draftsperson draftsman
tartar dragon
lobsterback redcoat
theater_critic drama_critic
playwright dramatist
draw drawing_card
attraction drawing_card
attractor drawing_card
attracter drawing_card
actor's_assistant dresser
modiste dressmaker
needlewoman dressmaker
seamstress dressmaker
sempstress dressmaker
driveller dribbler
slobberer dribbler
drooler dribbler
drill_instructor drill_master
imbiber drinker
toper drinker
juicer drinker
jabberer driveller
peon drudge
navvy drudge
galley_slave drudge
junkie drug_addict
junky drug_addict
drug_lord drug_baron
substance_abuser drug_user
user drug_user
majorette drum_majorette
majorette drum_majorette
drunk drunkard
rummy drunkard
sot drunkard
inebriate drunkard
wino drunkard
Druse druze
prohibitionist dry
dueller dueler
duelist dueler
duellist dueler
dummy dumbbell
dope dumbbell
boob dumbbell
booby dumbbell
pinhead dumbbell
silent_person dummy
dunderhead dunce
numskull dunce
blockhead dunce
bonehead dunce
lunkhead dunce
hammerhead dunce
knucklehead dunce
loggerhead dunce
muttonhead dunce
shithead dunce
dumbass dunce
fuckhead dunce
midget dwarf
nanus dwarf
dynamitist dynamiter
busy_bee eager_beaver
live_wire eager_beaver
sharpie eager_beaver
sharpy eager_beaver
ear_specialist ear_doctor
otologist ear_doctor
wage_earner earner
feeder eater
eccentric_person eccentric
flake eccentric
oddball eccentric
geek eccentric
eclecticist eclectic
econometrist econometrician
economic_expert economist
economiser economizer
editor_in_chief editor
educationalist educationist
pedagogue educator
pedagog educator
effector effecter
efficiency_engineer efficiency_expert
equalitarian egalitarian
egoist egocentric
egoist egotist
swellhead egotist
senior elder
elder_hand eldest_hand
lineman electrician
linesman electrician
elevator_boy elevator_man
liftman elevator_man
manumitter emancipator
defalcator embezzler
peculator embezzler
emigre emigrant
emigree emigrant
outgoer emigrant
amir emir
emeer emir
ameer emir
envoy emissary
conjuror conjurer
conjure_man conjurer
witch enchantress
temptress enchantress
siren enchantress
Delilah enchantress
femme_fatale enchantress
encyclopaedist encyclopedist
foe enemy
foeman enemy
opposition enemy
energiser energizer
vitalizer energizer
vitaliser energizer
animator energizer
corner_man end_man
indorser endorser
locomotive_engineer engineer
railroad_engineer engineer
engine_driver engineer
English_professor english_teacher
oenophile enophile
ear-nose-and-throat_doctor ent_man
otolaryngologist ent_man
otorhinolaryngologist ent_man
rhinolaryngologist ent_man
partisan enthusiast
partizan enthusiast
bugologist entomologist
bug-hunter entomologist
enterpriser entrepreneur
conservationist environmentalist
envoy_extraordinary envoy
minister_plenipotentiary envoy
gourmet epicure
gastronome epicure
bon_vivant epicure
epicurean epicure
foodie epicure
epigon epigone
dreamer escapist
wishful_thinker escapist
escape_expert escapologist
Esquimau eskimo
Inuit eskimo
Esq esquire
litterateur essayist
aesthete esthete
aesthetician esthetician
aesthetician esthetician
ethician ethicist
aetiologist etiologist
castrate eunuch
judge evaluator
revivalist evangelist
gospeler evangelist
gospeller evangelist
inspector examiner
tester examiner
quizzer examiner
money_changer exchanger
public_executioner executioner
executive_director executive
exhibitioner exhibitor
shower exhibitor
show-off exhibitionist
flasher exhibitionist
deportee exile
expatriate exile
expat exile
existentialist_philosopher existentialist
existential_philosopher existentialist
exorciser exorcist
user exploiter
adventurer explorer
expounder expositor
bowdlerizer expurgator
bowdleriser expurgator
terminator exterminator
eradicator exterminator
medical_extern extern
extravert extrovert
faggot fagot
fag fagot
fairy fagot
nance fagot
pansy fagot
queen fagot
queer fagot
poof fagot
poove fagot
pouf fagot
fakeer fakir
faqir fakir
faquir fakir
phalangist falangist
hawker falconer
buff fan
devotee fan
lover fan
fiend fanatic
enthusiast fancier
paramour fancy_man
futurist fantast
husbandman farmer
granger farmer
sodbuster farmer
fieldhand farmhand
field_hand farmhand
farm_worker farmhand
horseshoer farrier
fashionmonger fashion_consultant
determinist fatalist
predestinarian fatalist
predestinationist fatalist
male_parent father
begetter father
Padre father
father_surrogate father_figure
fatty fatso
fat_person fatso
roly-poly fatso
butterball fatso
Little_Lord_Fauntleroy fauntleroy
fauvist fauve
dude fellow
buster fellow
fellow_traveller fellow_traveler
girl female_child
little_girl female_child
women's_rightist feminist
women's_liberationist feminist
libber feminist
swordsman fencer
seigneur feudal_lord
seignior feudal_lord
groom-to-be fiance
bride-to-be fiancee
fieldsman fielder
field_officer field-grade_officer
FO field-grade_officer
saboteur fifth_columnist
filing_clerk file_clerk
filer file_clerk
filibusterer filibuster
director film_director
filmmaker film_maker
film_producer film_maker
movie_maker film_maker
movie_star film_star
wangler finagler
minister_of_finance finance_minister
moneyman financier
discoverer finder
spotter finder
fingerprint_specialist fingerprint_expert
fingerprint_man fingerprint_expert
snitch fink
snitcher fink
stoolpigeon fink
stool_pigeon fink
stoolie fink
sneak fink
sneaker fink
canary fink
fire_marshal fire_chief
fire-swallower fire-eater
hothead fire-eater
firefighter fireman
fire_fighter fireman
fire-eater fireman
forest_fire_fighter fire_warden
ranger fire_warden
first_sacker first_baseman
eldest firstborn
1st_lieutenant first_lieutenant
sergeant_first_class first_sergeant
fisher fisherman
fishwife fishmonger
influence_peddler fixer
flak flak_catcher
flack_catcher flak_catcher
flack flak_catcher
flanker flanker_back
patrolman flatfoot
adulator flatterer
five-star_admiral fleet_admiral
foolish_woman flibbertigibbet
flyer flier
scourger flogger
shopwalker floorwalker
dud flop
washout flop
flunkey flunky
stooge flunky
yes-man flunky
flautist flutist
flute_player flutist
enemy foe
jongleur folk_singer
minstrel folk_singer
poet-singer folk_singer
troubadour folk_singer
sap fool
saphead fool
muggins fool
tomfool fool
footballer football_player
padder footpad
forbear forebear
predictor forecaster
prognosticator forecaster
soothsayer forecaster
father forefather
sire forefather
alien foreigner
noncitizen foreigner
outlander foreigner
secretary_of_state foreign_minister
outsider foreigner
chief foreman
gaffer foreman
honcho foreman
boss foreman
tree_farmer forester
arboriculturist forester
forelady forewoman
counterfeiter forger
fortune_teller fortuneteller
foster_brother foster-brother
foster_child foster-child
fosterling foster-child
foster_daughter foster-daughter
foster_father foster-father
foster_mother foster-mother
foster_parent foster-parent
foster_sister foster-sister
foster_son foster-son
beginner founder
founding_father founder
father founder
abandoned_infant foundling
Francophil francophile
dizygotic_twin fraternal_twin
monster freak
monstrosity freak
lusus_naturae freak
free_spirit free_agent
freewheeler free_agent
freedwoman freedman
freelance freelancer
free-lance freelancer
free_lance freelancer
independent freelancer
self-employed_person freelancer
freewoman freeman
Mason freemason
fresher freshman
mendicant friar
monastic monk
backwoodsman frontiersman
mountain_man frontiersman
front front_man
figurehead front_man
nominal_head front_man
straw_man front_man
strawman front_man
favorite front-runner
favourite front-runner
dog frump
fugitive_from_justice fugitive
runaway fugitive
fleer fugitive
tightrope_walker funambulist
gagster gagman
gagwriter gagman
standup_comedian gagman
weight_gainer gainer
Galilaean galilean
galvaniser galvanizer
inspirer galvanizer
galvaniser galvanizer
risk_taker gambler
game_warden gamekeeper
games-mistress games-master
mobster gangster
garbageman garbage_man
garbage_collector garbage_man
garbage_carter garbage_man
garbage_hauler garbage_man
refuse_collector garbage_man
dustman garbage_man
nurseryman gardener
garment-worker garmentmaker
garment_worker garmentmaker
garrotter garroter
strangler garroter
throttler garroter
choker garroter
windbag gasbag
crasher gatecrasher
unwelcome_guest gatecrasher
shirtlifter gay_man
geisha_girl geisha
full_general general
superior_general general
GP general_practitioner
source generator
author generator
primogenitor progenitor
mastermind genius
brain genius
brainiac genius
Einstein genius
geometrician geometer
geriatrician gerontologist
ghost ghostwriter
goliath giant
behemoth giant
monster giant
colossus giant
hulk giant
heavyweight giant
whale giant
miss girl
missy girl
young_lady girl
young_woman girl
fille girl
girl girlfriend
lady_friend girlfriend
Girondin girondist
glass-cutter glass_cutter
glassworker glass_cutter
glazier glass_cutter
glazer glass_cutter
glass-cutter glass_cutter
world_traveler globetrotter
gourmand glutton
gourmandizer glutton
trencherman glutton
goniff gonif
ganef gonif
ganof gonif
FBI_agent g-man
government_man g-man
goalie goalkeeper
goaltender goalkeeper
netkeeper goalkeeper
netminder goalkeeper
goatherd goat_herder
gopher goffer
whizz-kid go-getter
whiz-kid go-getter
ball_of_fire go-getter
gold-beater goldbeater
goof-off goldbrick
ne'er-do-well goldbrick
good-for-nothing goldbrick
no-account goldbrick
good-for-naught goldbrick
gold_digger gold_miner
gold_panner gold_miner
goldworker goldsmith
gold-worker goldsmith
golf_player golfer
linksman golfer
professional_golfer golf_pro
gondoliere gondolier
toast goner
good_ole_boy good_old_boy
good_ol'_boy good_old_boy
gossiper gossip
gossipmonger gossip
rumormonger gossip
rumourmonger gossip
newsmonger gossip
trained_nurse graduate_nurse
grad_student graduate_student
postgraduate graduate_student
syntactician grammarian
gramps grandfather
granddad grandfather
grandad grandfather
granddaddy grandfather
grandpa grandfather
grandmother grandma
granny grandma
grannie grandma
gran grandma
nan grandma
nanna grandma
designer graphic_designer
handwriting_expert graphologist
divorced_man grass_widower
ghoul graverobber
body_snatcher graverobber
grandaunt great-aunt
grandnephew great-nephew
grandniece great-niece
granduncle great-uncle
grenade_thrower grenadier
saluter greeter
welcomer greeter
bridegroom groom
bridegroom groom
grump grouch
crank grouch
churl grouch
crosspatch grouch
groundskeeper groundsman
groundkeeper groundsman
surety guarantor
warrantor guarantor
warranter guarantor
jailer prison_guard
jailor prison_guard
gaoler prison_guard
screw prison_guard
turnkey prison_guard
guerilla guerrilla
irregular guerrilla
insurgent guerrilla
invitee guest
guestworker guest_worker
guitar_player guitarist
guzzler gulper
gunslinger gunman
hired_gun gunman
gun gunman
gun_for_hire gunman
triggerman gunman
hit_man gunman
hitman gunman
torpedo gunman
shooter gunman
arms-runner gunrunner
cat guy
hombre guy
bozo guy
gynaecologist gynecologist
woman's_doctor gynecologist
